
[stance]
frames=8
duration=120
type=looped
frame=0,0,5875,70,39,70,17,61
frame=0,1,5475,71,48,71,21,61
frame=0,2,6109,70,54,69,21,61
frame=0,3,4760,0,51,72,20,62
frame=0,4,5907,0,39,70,17,62
frame=0,5,4990,72,48,72,20,62
frame=0,6,5745,0,54,70,20,61
frame=0,7,5374,71,52,71,20,61
frame=1,0,5914,70,39,70,17,61
frame=1,1,4913,0,49,72,21,62
frame=1,2,6141,0,54,69,21,61
frame=1,3,4788,72,51,72,20,62
frame=1,4,5946,0,39,70,17,62
frame=1,5,4214,73,48,73,20,63
frame=1,6,5767,70,54,70,20,61
frame=1,7,4708,0,52,72,20,62
frame=2,0,5100,0,40,72,17,63
frame=2,1,4165,73,49,73,21,63
frame=2,2,5657,70,55,70,21,62
frame=2,3,3528,0,52,74,20,64
frame=2,4,5127,72,39,72,17,64
frame=2,5,3578,74,49,74,20,64
frame=2,6,4654,0,54,72,20,63
frame=2,7,3960,73,52,73,20,63
frame=3,0,4310,73,40,73,17,64
frame=3,1,3580,0,49,74,21,64
frame=3,2,4572,72,55,72,21,64
frame=3,3,2996,0,52,75,20,65
frame=3,4,4430,73,39,73,17,65
frame=3,5,3151,0,49,75,20,65
frame=3,6,3791,0,55,73,20,64
frame=3,7,3475,0,53,74,20,64
frame=4,0,4350,73,40,73,17,64
frame=4,1,3186,75,49,75,21,65
frame=4,2,4599,0,55,72,21,64
frame=4,3,3033,75,52,75,20,65
frame=4,4,4357,0,40,73,17,65
frame=4,5,2754,76,49,76,20,66
frame=4,6,3846,0,55,73,20,64
frame=4,7,2980,75,53,75,20,65
frame=5,0,4390,73,40,73,17,64
frame=5,1,3627,74,49,74,21,64
frame=5,2,4627,72,55,72,21,64
frame=5,3,3048,0,52,75,20,65
frame=5,4,4437,0,39,73,17,65
frame=5,5,3200,0,49,75,20,65
frame=5,6,3852,73,55,73,20,64
frame=5,7,3525,74,53,74,20,64
frame=6,0,5523,71,39,71,17,62
frame=6,1,4212,0,49,73,21,63
frame=6,2,5799,0,54,70,21,62
frame=6,3,4064,73,51,73,20,63
frame=6,4,5556,0,39,71,17,63
frame=6,5,3629,0,49,74,20,64
frame=6,6,4682,72,54,72,20,63
frame=6,7,4008,0,52,73,20,63
frame=7,0,5953,70,39,70,17,61
frame=7,1,5011,0,48,72,21,62
frame=7,2,6163,69,54,69,21,61
frame=7,3,4811,0,51,72,20,62
frame=7,4,5985,0,39,70,17,62
frame=7,5,4261,0,48,73,20,63
frame=7,6,5821,70,54,70,20,61
frame=7,7,4736,72,52,72,20,62

[ment]
frames=8
duration=60
type=play_once
frame=0,0,5992,70,39,70,17,61
frame=0,1,5508,0,48,71,21,61
frame=0,2,6195,0,54,69,21,61
frame=0,3,4839,72,51,72,20,62
frame=0,4,6024,0,39,70,17,62
frame=0,5,5038,72,48,72,20,62
frame=0,6,5853,0,54,70,20,61
frame=0,7,5407,0,52,71,20,61
frame=1,0,4397,0,40,73,17,64
frame=1,1,4112,0,50,73,21,63
frame=1,2,5239,0,59,71,23,63
frame=1,3,2941,0,55,75,21,65
frame=1,4,4469,73,39,73,17,65
frame=1,5,3136,75,50,75,20,65
frame=1,6,4540,0,59,72,22,63
frame=1,7,3901,0,54,73,20,63
frame=2,0,2182,0,41,79,17,70
frame=2,1,2078,0,52,79,21,69
frame=2,2,3341,74,64,74,25,66
frame=2,3,2347,78,59,78,23,68
frame=2,4,2593,77,41,77,17,69
frame=2,5,2406,78,52,78,20,68
frame=2,6,2916,75,64,75,25,66
frame=2,7,2318,0,60,78,23,68
frame=3,0,2458,78,41,78,17,69
frame=3,1,2436,0,52,78,21,68
frame=3,2,3789,73,63,73,25,65
frame=3,3,2378,0,58,78,22,68
frame=3,4,2212,79,40,79,17,71
frame=3,5,2108,79,52,79,20,69
frame=3,6,2875,0,66,75,25,66
frame=3,7,2527,0,60,77,22,67
frame=4,0,3235,75,41,75,17,66
frame=4,1,3085,75,51,75,21,65
frame=4,2,4476,0,64,72,27,64
frame=4,3,2020,0,58,79,23,69
frame=4,4,1861,0,39,80,17,72
frame=4,5,1808,0,53,81,20,71
frame=4,6,2806,0,69,75,26,66
frame=4,7,3355,0,62,74,23,64
frame=5,0,5059,0,41,72,17,63
frame=5,1,4115,73,50,73,21,63
frame=5,2,5179,0,60,71,25,63
frame=5,3,2538,77,55,77,22,67
frame=5,4,2488,0,39,78,17,70
frame=5,5,2130,0,52,79,20,69
frame=5,6,3725,74,64,73,24,64
frame=5,7,3417,0,58,74,21,64
frame=6,0,5562,71,39,71,17,62
frame=6,1,4941,72,49,72,21,62
frame=6,2,5601,71,56,70,22,62
frame=6,3,4012,73,52,73,20,63
frame=6,4,5140,0,39,72,17,64
frame=6,5,3676,74,49,74,20,64
frame=6,6,5265,71,56,71,21,62
frame=6,7,3907,73,53,73,20,63
frame=7,0,6031,70,39,70,17,61
frame=7,1,5426,71,49,71,21,61
frame=7,2,6217,69,54,69,21,61
frame=7,3,4862,0,51,72,20,62
frame=7,4,6063,0,39,70,17,62
frame=7,5,4262,73,48,73,20,63
frame=7,6,5690,0,55,70,20,61
frame=7,7,5321,71,53,71,20,61

[die]
frames=8
duration=120
type=play_once
frame=0,0,2762,0,44,76,17,67
frame=0,1,2703,76,51,76,21,66
frame=0,2,1747,0,61,81,23,73
frame=0,3,1178,0,55,89,20,79
frame=0,4,774,102,38,91,17,83
frame=0,5,476,104,54,91,20,81
frame=0,6,1377,0,66,85,26,76
frame=0,7,1900,0,61,79,23,69
frame=1,0,1699,0,48,82,17,73
frame=1,1,1644,0,55,82,21,72
frame=1,2,1233,0,70,88,28,80
frame=1,3,1034,0,63,99,25,89
frame=1,4,950,0,42,102,17,94
frame=1,5,828,0,61,102,20,92
frame=1,6,312,106,82,93,30,84
frame=1,7,1303,0,74,85,26,75
frame=2,0,1443,0,52,85,20,76
frame=2,1,1584,0,60,83,22,73
frame=2,2,1097,0,81,90,34,82
frame=2,3,682,0,73,102,30,92
frame=2,4,416,0,49,104,20,96
frame=2,5,278,0,69,106,25,96
frame=2,6,530,103,95,96,38,87
frame=2,7,142,112,85,87,33,77
frame=3,0,3276,75,65,74,27,60
frame=3,1,1961,0,59,79,25,64
frame=3,2,1495,0,89,84,40,75
frame=3,3,514,0,84,103,40,87
frame=3,4,0,0,64,117,32,94
frame=3,5,128,0,75,112,30,92
