
[stance]
frames=4
duration=120
type=back_forth
frame=0,0,2993,0,27,33,14,25
frame=0,1,1161,0,44,34,15,27
frame=0,2,2407,0,41,33,11,28
frame=0,3,856,0,24,35,8,27
frame=0,4,1664,0,28,34,6,25
frame=0,5,1113,34,44,30,16,24
frame=0,6,866,35,42,29,18,23
frame=0,7,571,36,21,28,12,24
frame=1,0,3749,32,27,32,14,25
frame=1,1,1205,0,44,34,15,27
frame=1,2,3435,0,41,32,10,28
frame=1,3,880,0,24,35,8,27
frame=1,4,2820,0,29,33,6,25
frame=1,5,1068,34,45,30,17,24
frame=1,6,908,35,41,29,17,23
frame=1,7,592,36,21,28,11,24
frame=2,0,3692,32,29,32,14,25
frame=2,1,2145,0,44,33,14,27
frame=2,2,3447,32,39,32,10,27
frame=2,3,904,0,24,35,8,27
frame=2,4,2670,0,30,33,7,25
frame=2,5,690,35,45,29,17,23
frame=2,6,312,36,40,28,17,22
frame=2,7,613,36,21,28,11,23
frame=3,0,3716,0,29,32,14,25
frame=3,1,2189,0,44,33,14,26
frame=3,2,3476,0,39,32,10,27
frame=3,3,1928,0,24,34,8,26
frame=3,4,2700,0,30,33,7,25
frame=3,5,735,35,44,29,17,23
frame=3,6,352,36,39,28,17,22
frame=3,7,3405,33,21,27,11,23

[run]
frames=8
duration=60
type=looped
frame=0,0,3182,0,26,33,10,28
frame=0,1,3954,0,24,32,10,29
frame=0,2,3178,33,25,31,9,29
frame=0,3,3800,0,26,32,6,29
frame=0,4,3126,33,26,31,7,28
frame=0,5,1952,0,24,34,8,27
frame=0,6,1746,0,26,34,9,27
frame=0,7,2849,0,29,33,12,27
frame=1,0,4025,0,22,32,12,28
frame=1,1,3208,0,26,33,12,29
frame=1,2,3957,32,24,32,9,29
frame=1,3,1659,34,25,30,8,28
frame=1,4,3904,0,25,32,7,28
frame=1,5,1772,0,26,34,8,27
frame=1,6,3803,32,26,32,8,27
frame=1,7,2959,33,28,31,10,27
frame=2,0,3099,33,27,31,13,27
frame=2,1,3826,0,26,32,13,28
frame=2,2,3981,32,23,32,8,28
frame=2,3,1633,34,26,30,10,28
frame=2,4,2878,0,29,33,11,27
frame=2,5,3020,0,27,33,8,27
frame=2,6,1692,0,27,34,9,26
frame=2,7,2965,0,28,33,11,27
frame=3,0,3907,32,25,32,12,28
frame=3,1,3047,0,27,33,12,29
frame=3,2,3978,0,24,32,9,29
frame=3,3,1975,34,27,29,10,28
frame=3,4,3074,0,27,33,10,28
frame=3,5,1798,0,26,34,8,27
frame=3,6,1824,0,26,34,9,27
frame=3,7,3721,32,28,32,10,27
frame=4,0,3101,0,27,33,10,28
frame=4,1,3285,0,24,33,10,29
frame=4,2,3203,33,25,31,9,29
frame=4,3,2987,33,28,31,8,29
frame=4,4,3152,33,26,31,7,28
frame=4,5,1976,0,24,34,6,27
frame=4,6,1850,0,26,34,9,27
frame=4,7,2930,33,29,31,12,27
frame=5,0,3553,0,34,32,16,28
frame=5,1,3929,0,25,32,9,28
frame=5,2,4002,0,23,32,8,29
frame=5,3,3595,32,33,32,8,29
frame=5,4,1438,34,36,30,7,28
frame=5,5,3773,0,27,32,7,27
frame=5,6,976,0,23,35,8,27
frame=5,7,3621,0,33,32,14,27
frame=6,0,3515,0,38,32,18,27
frame=6,1,2870,33,30,31,12,28
frame=6,2,2000,0,23,34,8,28
frame=6,3,3561,32,34,32,10,28
frame=6,4,949,35,41,29,10,27
frame=6,5,1510,34,34,30,9,27
frame=6,6,3356,0,22,33,8,26
frame=6,7,1474,0,33,34,14,26
frame=7,0,3587,0,34,32,15,28
frame=7,1,1684,34,24,30,9,28
frame=7,2,4004,32,23,32,8,29
frame=7,3,3628,32,32,32,8,29
frame=7,4,1474,34,36,30,8,28
frame=7,5,3234,0,26,33,8,27
frame=7,6,928,0,24,35,8,27
frame=7,7,1507,0,33,34,14,27

[ranged]
frames=4
duration=120
type=play_once
frame=0,0,2730,0,30,33,12,25
frame=0,1,527,0,25,36,15,27
frame=0,2,1719,0,27,34,13,27
frame=0,3,2900,33,30,31,10,27
frame=0,4,2746,33,31,31,9,25
frame=0,5,3932,32,25,32,4,23
frame=0,6,3128,0,27,33,7,23
frame=0,7,3015,33,28,31,10,23
frame=1,0,687,0,33,35,13,26
frame=1,1,184,0,27,37,16,27
frame=1,2,831,0,25,35,12,28
frame=1,3,2713,33,33,31,10,28
frame=1,4,2505,33,36,31,10,26
frame=1,5,3852,0,26,32,5,25
frame=1,6,3333,0,23,33,6,25
frame=1,7,3686,0,30,32,8,25
frame=2,0,375,0,34,36,22,27
frame=2,1,440,0,31,36,19,27
frame=2,2,284,0,22,37,8,30
frame=2,3,2541,33,35,31,10,28
frame=2,4,2318,33,39,31,10,27
frame=2,5,2760,0,30,33,6,26
frame=2,6,2023,0,22,34,7,26
frame=2,7,2790,0,30,33,15,26
frame=3,0,306,0,35,36,23,27
frame=3,1,76,0,29,39,17,28
frame=3,2,22,0,22,40,8,30
frame=3,3,1440,0,34,34,10,27
frame=3,4,2357,33,37,31,9,27
frame=3,5,2907,0,29,33,7,27
frame=3,6,2065,0,20,34,7,26
frame=3,7,2936,0,29,33,18,26

[ment]
frames=4
duration=90
type=play_once
frame=0,0,3378,0,19,33,11,27
frame=0,1,2528,0,37,33,14,28
frame=0,2,2190,33,44,31,11,28
frame=0,3,1603,0,31,34,7,28
frame=0,4,262,0,22,37,5,27
frame=0,5,2489,0,39,33,13,26
frame=0,6,2145,33,45,31,20,26
frame=0,7,1544,34,32,30,15,26
frame=1,0,1902,0,26,34,12,28
frame=1,1,3829,32,26,32,13,28
frame=1,2,1241,34,42,30,12,29
frame=1,3,1283,34,41,30,8,28
frame=1,4,552,0,24,36,3,28
frame=1,5,157,0,27,37,5,28
frame=1,6,2233,0,44,33,19,28
frame=1,7,2277,0,44,33,22,28
frame=2,0,1249,0,44,34,22,28
frame=2,1,211,0,26,37,10,30
frame=2,2,129,0,28,37,10,31
frame=2,3,2234,33,44,31,10,29
frame=2,4,2448,0,41,33,8,29
frame=2,5,952,0,24,35,3,28
frame=2,6,500,0,27,36,9,28
frame=2,7,2321,0,43,33,21,28
frame=3,0,1114,0,47,34,24,28
frame=3,1,44,0,32,39,15,31
frame=3,2,0,0,22,40,8,33
frame=3,3,1293,0,42,34,9,29
frame=3,4,2364,0,43,33,10,29
frame=3,5,1406,0,34,34,7,29
frame=3,6,666,0,21,36,7,28
frame=3,7,3486,32,39,32,19,28

[die]
frames=6
duration=120
type=play_once
frame=0,0,4047,0,22,32,10,26
frame=0,1,2600,0,35,33,10,27
frame=0,2,2645,33,34,31,9,27
frame=0,3,622,0,22,36,8,27
frame=0,4,1021,0,22,35,7,26
frame=0,5,2431,33,37,31,14,26
frame=0,6,1362,34,38,30,15,26
frame=0,7,1840,34,21,30,10,26
frame=1,0,3251,33,23,31,8,25
frame=1,1,2077,34,23,29,7,24
frame=1,2,634,36,28,27,8,24
frame=1,3,3319,33,22,31,9,24
frame=1,4,2105,0,20,34,7,25
frame=1,5,3878,0,26,32,9,26
frame=1,6,2808,33,31,31,12,26
frame=1,7,1731,34,23,30,9,26
frame=2,0,2123,34,22,29,9,21
frame=2,1,519,36,26,28,7,22
frame=2,2,99,39,38,25,10,22
frame=2,3,391,36,34,28,10,22
frame=2,4,3397,0,19,33,5,22
frame=2,5,3043,33,28,31,11,22
frame=2,6,990,35,39,29,18,21
frame=2,7,185,37,34,27,15,21
frame=3,0,4090,0,29,25,13,16
frame=3,1,4119,0,19,25,8,18
frame=3,2,4277,22,32,21,11,19
frame=3,3,4237,23,40,22,9,19
frame=3,4,4177,23,30,23,7,17
frame=3,5,3426,33,21,27,7,16
frame=3,6,4196,0,30,23,14,14
frame=3,7,4138,25,39,23,19,14
frame=4,0,4268,45,32,19,15,11
