
[stance]
frames=4
duration=120
type=back_forth
frame=0,0,0,489,13,12,6,8
frame=0,1,18,126,17,13,8,9
frame=0,2,56,411,14,11,7,8
frame=0,3,0,226,16,13,8,9
frame=0,4,64,617,12,12,6,8
frame=0,5,32,220,16,13,8,9
frame=0,6,70,413,14,11,7,8
frame=0,7,48,220,16,13,8,9
frame=1,0,53,483,13,12,6,8
frame=1,1,54,96,18,12,9,8
frame=1,2,28,418,14,11,7,8
frame=1,3,0,133,17,13,8,9
frame=1,4,51,626,12,12,6,8
frame=1,5,35,126,17,13,9,9
frame=1,6,14,419,14,11,7,8
frame=1,7,0,86,18,13,9,9
frame=2,0,40,493,13,12,6,8
frame=2,1,18,92,18,12,9,8
frame=2,2,60,321,15,11,7,8
frame=2,3,0,99,18,12,9,8
frame=2,4,38,627,12,12,6,8
frame=2,5,18,104,18,12,9,8
frame=2,6,45,330,15,11,7,8
frame=2,7,0,111,18,12,9,8
frame=3,0,26,498,13,12,6,8
frame=3,1,34,139,17,12,8,8
frame=3,2,0,420,14,11,7,8
frame=3,3,48,233,16,12,8,8
frame=3,4,76,617,12,12,6,8
frame=3,5,64,234,16,12,8,8
frame=3,6,42,418,14,11,7,8
frame=3,7,51,142,17,12,9,8

[spawn]
frames=6
duration=120
type=play_once
frame=0,0,84,7,3,7,1,5
frame=0,1,81,26,6,7,3,5
frame=0,2,81,196,6,6,3,5
frame=0,3,81,189,6,7,3,5
frame=0,4,84,0,4,7,2,5
frame=0,5,81,202,6,6,3,5
frame=0,6,81,213,6,4,3,4
frame=0,7,81,208,6,5,3,4
frame=1,0,81,18,8,8,5,6
frame=1,1,80,684,9,9,4,7
frame=1,2,65,702,11,8,6,7
frame=1,3,43,712,11,10,5,8
frame=1,4,34,717,9,11,3,9
frame=1,5,23,719,11,11,5,9
frame=1,6,68,684,12,8,4,7
frame=1,7,76,702,10,7,4,5
frame=2,0,43,722,11,9,8,7
frame=2,1,54,692,12,8,8,7
frame=2,2,31,684,11,11,6,10
frame=2,3,80,263,9,12,2,11
frame=2,4,10,696,11,12,3,10
frame=2,5,60,663,12,11,3,7
frame=2,6,74,710,11,8,4,4
frame=2,7,75,718,10,7,7,5
frame=3,0,66,692,11,10,7,7
frame=3,1,56,474,14,9,9,7
frame=3,2,56,674,12,10,6,8
frame=3,3,54,700,11,10,3,8
frame=3,4,77,693,11,9,4,7
frame=3,5,26,576,13,10,4,6
frame=3,6,64,710,10,10,4,6
frame=3,7,11,708,11,12,8,7
frame=4,0,31,695,11,11,6,8
frame=4,1,44,682,12,10,7,8
frame=4,2,42,692,12,10,6,8
frame=4,3,42,406,14,12,6,9
frame=4,4,33,706,10,11,4,8
frame=4,5,72,673,12,11,5,7
frame=4,6,64,720,11,9,5,6
frame=4,7,45,352,15,11,8,7
frame=5,0,0,641,12,11,5,8
frame=5,1,60,354,15,11,7,8
frame=5,2,0,548,13,11,6,8
frame=5,3,13,488,13,13,5,9
frame=5,4,12,641,12,11,6,8
frame=5,5,64,246,16,12,8,8
frame=5,6,65,530,13,11,7,8
frame=5,7,0,453,14,11,8,7

[run]
frames=8
duration=60
type=looped
frame=0,0,13,525,13,11,6,8
frame=0,1,52,519,13,11,8,7
frame=0,2,0,652,12,10,5,7
frame=0,3,39,529,13,11,8,8
frame=0,4,66,483,13,12,7,8
frame=0,5,56,422,14,11,6,8
frame=0,6,12,652,12,10,7,7
frame=0,7,0,501,13,12,5,8
frame=1,0,26,534,13,11,6,8
frame=1,1,58,387,14,12,8,8
frame=1,2,42,451,14,10,6,7
frame=1,3,48,257,16,11,9,8
frame=1,4,24,628,12,12,6,8
frame=1,5,70,424,14,11,6,8
frame=1,6,30,331,15,11,8,8
frame=1,7,15,309,15,12,6,8
frame=2,0,13,501,13,12,6,8
frame=2,1,72,389,14,12,7,8
frame=2,2,17,176,17,10,8,8
frame=2,3,34,151,17,12,8,8
frame=2,4,12,629,12,12,6,8
frame=2,5,29,394,14,12,7,8
frame=2,6,0,171,17,11,8,8
frame=2,7,17,152,17,12,8,8
frame=3,0,53,495,13,12,6,8
frame=3,1,28,429,14,11,6,8
frame=3,2,15,333,15,11,8,8
frame=3,3,48,245,16,12,7,8
frame=3,4,75,629,12,11,6,8
frame=3,5,14,395,14,12,8,8
frame=3,6,0,334,15,11,7,8
frame=3,7,32,258,16,11,9,8
frame=4,0,66,495,13,12,6,8
